date,site,parameter,index_value,description,health_advisory,health_effects
9/11/2022,Clairton,PM25_640,18,Good,,
9/11/2022,Pittsburgh,PM25_640,24,Good,,
9/12/2022,Lawrenceville 2,CO,2,Good,,
9/12/2022,South Fayette,OZONE,33,Good,,
9/12/2022,Liberty 2,PM10,12,Good,,
9/12/2022,North Braddock,PM10_640,17,Good,,
9/12/2022,Pittsburgh,PM10_640,15,Good,,
9/12/2022,North Braddock,CO,5,Good,,
9/12/2022,Parkway East,CO,5,Good,,
9/12/2022,Harrison Township,OZONE,34,Good,,
9/12/2022,Lawrenceville,OZONE,31,Good,,
9/12/2022,Glassport High Street,PM10,11,Good,,
9/12/2022,North Braddock,SO2,3,Good,,
9/12/2022,Harrison Township,NO2,7,Good,,
9/12/2022,Parkway East,NO2,15,Good,,
9/12/2022,Liberty,SO2,11,Good,,
9/12/2022,Pittsburgh,NO2_500,9,Good,,
9/12/2022,Lawrenceville 2,SO2,3,Good,,
9/12/2022,North Braddock,PM25_640,31,Good,,
9/12/2022,Parkway East,PM25_640,30,Good,,
9/12/2022,Avalon,PM25_640,31,Good,,
9/12/2022,Liberty 2,PM25T,23,Good,,
9/12/2022,Pittsburgh,PM25_640,31,Good,,
9/12/2022,Clairton,PM25_640,28,Good,,
9/13/2022,Lawrenceville 2,CO,2,Good,,
9/13/2022,Parkway East,NO2,13,Good,,
9/13/2022,Harrison Township,OZONE,29,Good,,
9/13/2022,North Braddock,CO,11,Good,,
9/13/2022,Parkway East,CO,5,Good,,
9/13/2022,South Fayette,OZONE,28,Good,,
9/13/2022,North Braddock,PM10_640,19,Good,,
9/13/2022,Pittsburgh,PM10_640,19,Good,,
9/13/2022,Lawrenceville 2,SO2,3,Good,,
9/13/2022,Lawrenceville,OZONE,26,Good,,
9/13/2022,Liberty 2,PM10,15,Good,,
9/13/2022,North Braddock,SO2,1,Good,,
9/13/2022,Harrison Township,NO2,12,Good,,
9/13/2022,Glassport High Street,PM10,15,Good,,
9/13/2022,Liberty,SO2,10,Good,,
9/13/2022,Pittsburgh,NO2_500,19,Good,,
9/13/2022,North Braddock,PM25_640,33,Good,,
9/13/2022,Parkway East,PM25_640,27,Good,,
9/13/2022,Liberty 2,PM25T,30,Good,,
9/13/2022,Avalon,PM25_640,24,Good,,
9/13/2022,Clairton,PM25_640,22,Good,,
9/13/2022,Pittsburgh,PM25_640,28,Good,,
9/14/2022,Glassport High Street,PM10,12,Good,,
9/14/2022,Liberty,SO2,11,Good,,
9/14/2022,Lawrenceville 2,CO,2,Good,,
9/14/2022,Harrison Township,NO2,10,Good,,
9/14/2022,Parkway East,NO2,16,Good,,
9/14/2022,Lawrenceville,OZONE,35,Good,,
9/14/2022,Liberty 2,PM10,13,Good,,
9/14/2022,North Braddock,SO2,3,Good,,
9/14/2022,North Braddock,CO,6,Good,,
9/14/2022,Parkway East,CO,8,Good,,
9/14/2022,Harrison Township,OZONE,37,Good,,
9/14/2022,South Fayette,OZONE,35,Good,,
9/14/2022,Pittsburgh,PM10_640,17,Good,,
9/14/2022,Lawrenceville 2,SO2,1,Good,,
9/14/2022,Pittsburgh,NO2_500,19,Good,,
9/14/2022,North Braddock,PM10_640,19,Good,,
9/14/2022,North Braddock,PM25_640,37,Good,,
9/14/2022,Parkway East,PM25_640,32,Good,,
9/14/2022,Liberty 2,PM25T,38,Good,,
9/14/2022,Avalon,PM25_640,31,Good,,
9/14/2022,Clairton,PM25_640,25,Good,,
9/14/2022,Pittsburgh,PM25_640,28,Good,,
9/15/2022,Pittsburgh,NO2_500,17,Good,,
9/15/2022,North Braddock,PM10_640,39,Good,,
9/15/2022,Lawrenceville,OZONE,33,Good,,
9/15/2022,Glassport High Street,PM10,18,Good,,
9/15/2022,Liberty,SO2,23,Good,,
9/15/2022,Lawrenceville 2,CO,3,Good,,
9/15/2022,Harrison Township,NO2,7,Good,,
9/15/2022,Parkway East,NO2,15,Good,,
9/15/2022,Liberty 2,PM10,22,Good,,
9/15/2022,North Braddock,SO2,1,Good,,
9/15/2022,North Braddock,CO,23,Good,,
9/15/2022,Parkway East,CO,11,Good,,
9/15/2022,Harrison Township,OZONE,34,Good,,
9/15/2022,South Fayette,OZONE,38,Good,,
9/15/2022,Pittsburgh,PM10_640,20,Good,,
9/15/2022,Lawrenceville 2,SO2,1,Good,,
9/15/2022,Avalon,PM25_640,42,Good,,
9/15/2022,North Braddock,PM25_640,70,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/15/2022,Liberty 2,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/15/2022,Parkway East,PM25_640,45,Good,,
9/15/2022,Clairton,PM25_640,43,Good,,
9/15/2022,Pittsburgh,PM25_640,45,Good,,
9/16/2022,South Fayette,OZONE,50,Good,,
9/16/2022,North Braddock,PM10_640,37,Good,,
9/16/2022,North Braddock,CO,11,Good,,
9/16/2022,Parkway East,CO,22,Good,,
9/16/2022,Pittsburgh,NO2_500,20,Good,,
9/16/2022,Harrison Township,OZONE,47,Good,,
9/16/2022,Lawrenceville 2,SO2,4,Good,,
9/16/2022,Lawrenceville 2,CO,4,Good,,
9/16/2022,Harrison Township,NO2,11,Good,,
9/16/2022,Parkway East,NO2,16,Good,,
9/16/2022,Liberty 2,PM10,36,Good,,
9/16/2022,Pittsburgh,PM10_640,29,Good,,
9/16/2022,Lawrenceville,OZONE,48,Good,,
9/16/2022,Glassport High Street,PM10,43,Good,,
9/16/2022,Liberty,SO2,26,Good,,
9/16/2022,North Braddock,SO2,10,Good,,
9/16/2022,Avalon,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/16/2022,North Braddock,PM25_640,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/16/2022,Parkway East,PM25_640,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/16/2022,Liberty 2,PM25T,85,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/16/2022,Clairton,PM25_640,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/16/2022,Pittsburgh,PM25_640,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/17/2022,North Braddock,CO,7,Good,,
9/17/2022,South Fayette,OZONE,49,Good,,
9/17/2022,Glassport High Street,PM10,45,Good,,
9/17/2022,North Braddock,PM10_640,32,Good,,
9/17/2022,Liberty,SO2,33,Good,,
9/17/2022,Lawrenceville 2,CO,5,Good,,
9/17/2022,Lawrenceville,OZONE,43,Good,,
9/17/2022,Harrison Township,NO2,9,Good,,
9/17/2022,Liberty 2,PM10,36,Good,,
9/17/2022,Pittsburgh,PM10_640,31,Good,,
9/17/2022,Lawrenceville 2,SO2,3,Good,,
9/17/2022,Parkway East,CO,13,Good,,
9/17/2022,Parkway East,NO2,22,Good,,
9/17/2022,Pittsburgh,NO2_500,12,Good,,
9/17/2022,Harrison Township,OZONE,47,Good,,
9/17/2022,North Braddock,SO2,21,Good,,
9/17/2022,Clairton,PM25_640,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/17/2022,North Braddock,PM25_640,70,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/17/2022,Parkway East,PM25_640,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/17/2022,Avalon,PM25_640,72,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/17/2022,Pittsburgh,PM25_640,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/17/2022,Liberty 2,PM25T,83,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/18/2022,Lawrenceville 2,CO,6,Good,,
9/18/2022,Lawrenceville,OZONE,42,Good,,
9/18/2022,Liberty 2,PM10,40,Good,,
9/18/2022,North Braddock,CO,11,Good,,
9/18/2022,Parkway East,CO,15,Good,,
9/18/2022,Harrison Township,OZONE,44,Good,,
9/18/2022,South Fayette,OZONE,45,Good,,
9/18/2022,Glassport High Street,PM10,39,Good,,
9/18/2022,North Braddock,PM10_640,34,Good,,
9/18/2022,Liberty,SO2,50,Good,,
9/18/2022,Harrison Township,NO2,12,Good,,
9/18/2022,Parkway East,NO2,17,Good,,
9/18/2022,Pittsburgh,NO2_500,13,Good,,
9/18/2022,North Braddock,SO2,17,Good,,
9/18/2022,Pittsburgh,PM10_640,30,Good,,
9/18/2022,Lawrenceville 2,SO2,4,Good,,
9/18/2022,Avalon,PM25_640,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/18/2022,North Braddock,PM25_640,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/18/2022,Parkway East,PM25_640,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/18/2022,Liberty 2,PM25T,74,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/18/2022,Pittsburgh,PM25_640,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/18/2022,Clairton,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/19/2022,North Braddock,CO,13,Good,,
9/19/2022,Parkway East,CO,5,Good,,
9/19/2022,Harrison Township,OZONE,32,Good,,
9/19/2022,Lawrenceville,OZONE,31,Good,,
9/19/2022,South Fayette,OZONE,33,Good,,
9/19/2022,Glassport High Street,PM10,17,Good,,
9/19/2022,Liberty,SO2,34,Good,,
9/19/2022,Lawrenceville 2,CO,3,Good,,
9/19/2022,Liberty 2,PM10,29,Good,,
9/19/2022,North Braddock,PM10_640,28,Good,,
9/19/2022,Harrison Township,NO2,23,Good,,
9/19/2022,Parkway East,NO2,12,Good,,
9/19/2022,Pittsburgh,NO2_500,15,Good,,
9/19/2022,North Braddock,SO2,4,Good,,
9/19/2022,Pittsburgh,PM10_640,24,Good,,
9/19/2022,Lawrenceville 2,SO2,1,Good,,
9/19/2022,North Braddock,PM25_640,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/19/2022,Parkway East,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/19/2022,Liberty 2,PM25T,65,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/19/2022,Avalon,PM25_640,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/19/2022,Pittsburgh,PM25_640,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/19/2022,Clairton,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/20/2022,North Braddock,CO,8,Good,,
9/20/2022,Parkway East,CO,10,Good,,
9/20/2022,Harrison Township,OZONE,44,Good,,
9/20/2022,Lawrenceville,OZONE,44,Good,,
9/20/2022,South Fayette,OZONE,47,Good,,
9/20/2022,Glassport High Street,PM10,16,Good,,
9/20/2022,Liberty,SO2,33,Good,,
9/20/2022,Pittsburgh,NO2_500,15,Good,,
9/20/2022,Pittsburgh,PM10_640,23,Good,,
9/20/2022,Lawrenceville 2,SO2,1,Good,,
9/20/2022,Lawrenceville 2,CO,3,Good,,
9/20/2022,Liberty 2,PM10,22,Good,,
9/20/2022,North Braddock,PM10_640,24,Good,,
9/20/2022,Harrison Township,NO2,13,Good,,
9/20/2022,Parkway East,NO2,21,Good,,
9/20/2022,North Braddock,SO2,1,Good,,
9/20/2022,Avalon,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/20/2022,Clairton,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/20/2022,Liberty 2,PM25T,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/20/2022,North Braddock,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/20/2022,Parkway East,PM25_640,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/20/2022,Pittsburgh,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/21/2022,Harrison Township,NO2,12,Good,,
9/21/2022,Liberty,SO2,26,Good,,
9/21/2022,Pittsburgh,NO2_500,22,Good,,
9/21/2022,Lawrenceville 2,SO2,2,Good,,
9/21/2022,Lawrenceville 2,CO,4,Good,,
9/21/2022,Parkway East,CO,10,Good,,
9/21/2022,Parkway East,NO2,15,Good,,
9/21/2022,Harrison Township,OZONE,48,Good,,
9/21/2022,Lawrenceville,OZONE,44,Good,,
9/21/2022,Glassport High Street,PM10,27,Good,,
9/21/2022,North Braddock,SO2,11,Good,,
9/21/2022,North Braddock,CO,10,Good,,
9/21/2022,South Fayette,OZONE,48,Good,,
9/21/2022,Liberty 2,PM10,29,Good,,
9/21/2022,North Braddock,PM10_640,31,Good,,
9/21/2022,Pittsburgh,PM10_640,25,Good,,
9/21/2022,Avalon,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/21/2022,Clairton,PM25_640,45,Good,,
9/21/2022,Parkway East,PM25_640,49,Good,,
9/21/2022,North Braddock,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/21/2022,Pittsburgh,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/21/2022,Liberty 2,PM25T,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
9/22/2022,North Braddock,CO,5,Good,,
9/22/2022,Parkway East,CO,4,Good,,
9/22/2022,South Fayette,OZONE,27,Good,,
9/22/2022,North Braddock,PM10_640,29,Good,,
9/22/2022,Pittsburgh,PM10_640,23,Good,,
9/22/2022,Lawrenceville 2,SO2,1,Good,,
9/22/2022,Glassport High Street,PM10,24,Good,,
9/22/2022,Liberty,SO2,16,Good,,
9/22/2022,Lawrenceville 2,CO,2,Good,,
9/22/2022,Harrison Township,NO2,4,Good,,
9/22/2022,Parkway East,NO2,9,Good,,
9/22/2022,Harrison Township,OZONE,27,Good,,
9/22/2022,Lawrenceville,OZONE,24,Good,,
9/22/2022,Liberty 2,PM10,22,Good,,
9/22/2022,North Braddock,SO2,4,Good,,
9/22/2022,Pittsburgh,NO2_500,6,Good,,
9/22/2022,North Braddock,PM25_640,20,Good,,
9/22/2022,Pittsburgh,PM25_640,18,Good,,
9/22/2022,Clairton,PM25_640,16,Good,,
9/22/2022,Parkway East,PM25_640,19,Good,,
9/22/2022,Liberty 2,PM25T,3,Good,,
9/22/2022,Avalon,PM25_640,19,Good,,
9/23/2022,North Braddock,CO,2,Good,,
9/23/2022,Parkway East,CO,7,Good,,
9/23/2022,Harrison Township,OZONE,31,Good,,
9/23/2022,South Fayette,OZONE,32,Good,,
9/23/2022,Pittsburgh,PM10_640,9,Good,,
9/23/2022,Lawrenceville 2,SO2,1,Good,,
9/23/2022,Glassport High Street,PM10,5,Good,,
9/23/2022,Liberty,SO2,0,Good,,
9/23/2022,Pittsburgh,NO2_500,14,Good,,
9/23/2022,North Braddock,PM10_640,12,Good,,
9/23/2022,Lawrenceville 2,CO,2,Good,,
9/23/2022,Harrison Township,NO2,5,Good,,
9/23/2022,Parkway East,NO2,14,Good,,
9/23/2022,Lawrenceville,OZONE,31,Good,,
9/23/2022,Liberty 2,PM10,6,Good,,
9/23/2022,North Braddock,SO2,0,Good,,
9/23/2022,Avalon,PM25_640,18,Good,,
9/23/2022,Clairton,PM25_640,14,Good,,
9/23/2022,Liberty 2,PM25T,33,Good,,
9/23/2022,North Braddock,PM25_640,14,Good,,
9/23/2022,Parkway East,PM25_640,19,Good,,
9/23/2022,Pittsburgh,PM25_640,19,Good,,
9/24/2022,Lawrenceville 2,CO,3,Good,,
9/24/2022,Harrison Township,NO2,11,Good,,
9/24/2022,Parkway East,NO2,20,Good,,
9/24/2022,Liberty 2,PM10,8,Good,,
9/24/2022,North Braddock,SO2,20,Good,,
9/24/2022,Lawrenceville,OZONE,36,Good,,
9/24/2022,Glassport High Street,PM10,11,Good,,
9/24/2022,Liberty,SO2,13,Good,,
9/24/2022,North Braddock,CO,8,Good,,
9/24/2022,Parkway East,CO,7,Good,,
9/24/2022,Harrison Township,OZONE,36,Good,,
9/24/2022,South Fayette,OZONE,38,Good,,
9/24/2022,Pittsburgh,PM10_640,11,Good,,
9/24/2022,Lawrenceville 2,SO2,2,Good,,
9/24/2022,Pittsburgh,NO2_500,10,Good,,
9/24/2022,North Braddock,PM10_640,14,Good,,
